Name,Title,Header,TechRoot
__MIDL___MIDL_itf_ads_0000_0000_0013,ADS_FAXNUMBER,iads.h,adsi
__MIDL___MIDL_itf_ads_0000_0000_0010,ADS_HOLD,iads.h,adsi
__MIDL___MIDL_itf_ads_0000_0000_0011,ADS_NETADDRESS,iads.h,adsi
__MIDL___MIDL_itf_ads_0000_0000_0003,ADS_NT_SECURITY_DESCRIPTOR,iads.h,adsi
_ads_object_info,ADS_OBJECT_INFO,iads.h,adsi
_ADS_OCTET_LIST,ADS_OCTET_LIST,iads.h,adsi
__MIDL___MIDL_itf_ads_0000_0000_0002,ADS_OCTET_STRING,iads.h,adsi
__MIDL___MIDL_itf_ads_0000_0000_0005,ADS_PATH,iads.h,adsi
__MIDL___MIDL_itf_ads_0000_0000_0006,ADS_POSTALADDRESS,iads.h,adsi
__MIDL___MIDL_itf_ads_0000_0000_0004,ADS_PROV_SPECIFIC,iads.h,adsi
__MIDL___MIDL_itf_ads_0000_0000_0012,ADS_REPLICAPOINTER,iads.h,adsi
ads_search_column,ADS_SEARCH_COLUMN,iads.h,adsi
ads_searchpref_info,ADS_SEARCHPREF_INFO,iads.h,adsi
_ads_sortkey,ADS_SORTKEY,iads.h,adsi
__MIDL___MIDL_itf_ads_0000_0000_0007,ADS_TIMESTAMP,iads.h,adsi
__MIDL___MIDL_itf_ads_0000_0000_0009,ADS_TYPEDNAME,iads.h,adsi
_ads_vlv,ADS_VLV,iads.h,adsi
_adsvalue,ADSVALUE,iads.h,adsi
AllJoynCloseBusHandle,AllJoynCloseBusHandle,msajtransport.h,AllJoyn
AllJoynConnectToBus,AllJoynConnectToBus,msajtransport.h,AllJoyn
AllJoynEnumEvents,AllJoynEnumEvents,msajtransport.h,AllJoyn
AllJoynEventSelect,AllJoynEventSelect,msajtransport.h,AllJoyn
AllJoynReceiveFromBus,AllJoynReceiveFromBus,msajtransport.h,AllJoyn
AllJoynSendToBus,AllJoynSendToBus,msajtransport.h,AllJoyn
AMSI_ATTRIBUTE,AMSI_ATTRIBUTE,amsi.h,AMSI
AMSI_RESULT,AMSI_RESULT,amsi.h,AMSI
AmsiCloseSession,AmsiCloseSession,amsi.h,AMSI
AmsiInitialize,AmsiInitialize,amsi.h,AMSI
AmsiOpenSession,AmsiOpenSession,amsi.h,AMSI
AmsiResultIsMalware,AmsiResultIsMalware,amsi.h,AMSI
AmsiScanBuffer,AmsiScanBuffer,amsi.h,AMSI
AmsiScanString,AmsiScanString,amsi.h,AMSI
AmsiUninitialize,AmsiUninitialize,amsi.h,AMSI
IAmsiStream,IAmsiStream,amsi.h,AMSI
IAntimalware,IAntimalware,amsi.h,AMSI
IAntimalwareProvider,IAntimalwareProvider,amsi.h,AMSI
AppPolicyClrCompat,AppPolicyClrCompat,appmodel.h,appxpkg
AppPolicyCreateFileAccess,AppPolicyCreateFileAccess,appmodel.h,appxpkg
AppPolicyLifecycleManagement,AppPolicyLifecycleManagement,appmodel.h,appxpkg
AppPolicyMediaFoundationCodecLoading,AppPolicyMediaFoundationCodecLoading,appmodel.h,appxpkg
AppPolicyProcessTerminationMethod,AppPolicyProcessTerminationMethod,appmodel.h,appxpkg
AppPolicyShowDeveloperDiagnostic,AppPolicyShowDeveloperDiagnostic,appmodel.h,appxpkg
AppPolicyThreadInitializationType,AppPolicyThreadInitializationType,appmodel.h,appxpkg
AppPolicyWindowingModel,AppPolicyWindowingModel,appmodel.h,appxpkg
PackageOrigin,PackageOrigin,appmodel.h,appxpkg
PackagePathType,PackagePathType,appmodel.h,appxpkg
AppPolicyGetClrCompat,AppPolicyGetClrCompat,appmodel.h,appxpkg
AppPolicyGetCreateFileAccess,AppPolicyGetCreateFileAccess,appmodel.h,appxpkg
AppPolicyGetLifecycleManagement,AppPolicyGetLifecycleManagement,appmodel.h,appxpkg
AppPolicyGetMediaFoundationCodecLoading,AppPolicyGetMediaFoundationCodecLoading,appmodel.h,appxpkg
AppPolicyGetProcessTerminationMethod,AppPolicyGetProcessTerminationMethod,appmodel.h,appxpkg
AppPolicyGetShowDeveloperDiagnostic,AppPolicyGetShowDeveloperDiagnostic,appmodel.h,appxpkg
AppPolicyGetThreadInitializationType,AppPolicyGetThreadInitializationType,appmodel.h,appxpkg
AppPolicyGetWindowingModel,AppPolicyGetWindowingModel,appmodel.h,appxpkg
ClosePackageInfo,ClosePackageInfo,appmodel.h,appxpkg
FindPackagesByPackageFamily,FindPackagesByPackageFamily,appmodel.h,appxpkg
FormatApplicationUserModelId,FormatApplicationUserModelId,appmodel.h,appxpkg
GetApplicationUserModelId,GetApplicationUserModelId,appmodel.h,appxpkg
GetApplicationUserModelIdFromToken,GetApplicationUserModelIdFromToken,appmodel.h,appxpkg
GetCurrentApplicationUserModelId,GetCurrentApplicationUserModelId,appmodel.h,appxpkg
GetCurrentPackageFamilyName,GetCurrentPackageFamilyName,appmodel.h,appxpkg
GetCurrentPackageFullName,GetCurrentPackageFullName,appmodel.h,appxpkg
GetCurrentPackageId,GetCurrentPackageId,appmodel.h,appxpkg
GetCurrentPackageInfo,GetCurrentPackageInfo,appmodel.h,appxpkg
GetCurrentPackageInfo2,GetCurrentPackageInfo2,appmodel.h,appxpkg
GetCurrentPackagePath,GetCurrentPackagePath,appmodel.h,appxpkg
GetCurrentPackagePath2,GetCurrentPackagePath2,appmodel.h,appxpkg
GetPackageApplicationIds,GetPackageApplicationIds,appmodel.h,appxpkg
GetPackageFamilyName,GetPackageFamilyName,appmodel.h,appxpkg
GetPackageFamilyNameFromToken,GetPackageFamilyNameFromToken,appmodel.h,appxpkg
GetPackageFullName,GetPackageFullName,appmodel.h,appxpkg
GetPackageFullNameFromToken,GetPackageFullNameFromToken,appmodel.h,appxpkg
GetPackageId,GetPackageId,appmodel.h,appxpkg
GetPackageInfo,GetPackageInfo,appmodel.h,appxpkg
GetPackageInfo2,GetPackageInfo2,appmodel.h,appxpkg
GetPackagePath,GetPackagePath,appmodel.h,appxpkg
GetPackagePathByFullName,GetPackagePathByFullName,appmodel.h,appxpkg
GetPackagePathByFullName2,GetPackagePathByFullName2,appmodel.h,appxpkg
GetPackagesByPackageFamily,GetPackagesByPackageFamily,appmodel.h,appxpkg
GetStagedPackageOrigin,GetStagedPackageOrigin,appmodel.h,appxpkg
GetStagedPackagePathByFullName,GetStagedPackagePathByFullName,appmodel.h,appxpkg
GetStagedPackagePathByFullName2,GetStagedPackagePathByFullName2,appmodel.h,appxpkg
OpenPackageInfoByFullName,OpenPackageInfoByFullName,appmodel.h,appxpkg
PackageFamilyNameFromFullName,PackageFamilyNameFromFullName,appmodel.h,appxpkg
PackageFamilyNameFromId,PackageFamilyNameFromId,appmodel.h,appxpkg
PackageFullNameFromId,PackageFullNameFromId,appmodel.h,appxpkg
PackageIdFromFullName,PackageIdFromFullName,appmodel.h,appxpkg
PackageNameAndPublisherIdFromFamilyName,PackageNameAndPublisherIdFromFamilyName,appmodel.h,appxpkg
ParseApplicationUserModelId,ParseApplicationUserModelId,appmodel.h,appxpkg
PACKAGE_ID,PACKAGE_ID,appmodel.h,appxpkg
PACKAGE_INFO,PACKAGE_INFO,appmodel.h,appxpkg
PACKAGE_VERSION,PACKAGE_VERSION,appmodel.h,appxpkg
APPX_BUNDLE_FOOTPRINT_FILE_TYPE,APPX_BUNDLE_FOOTPRINT_FILE_TYPE,appxpackaging.h,appxpkg
APPX_BUNDLE_PAYLOAD_PACKAGE_TYPE,APPX_BUNDLE_PAYLOAD_PACKAGE_TYPE,appxpackaging.h,appxpkg
APPX_CAPABILITIES,APPX_CAPABILITIES,appxpackaging.h,appxpkg
APPX_COMPRESSION_OPTION,APPX_COMPRESSION_OPTION,appxpackaging.h,appxpkg
APPX_ENCRYPTED_PACKAGE_OPTIONS,APPX_ENCRYPTED_PACKAGE_OPTIONS,appxpackaging.h,appxpkg
APPX_FOOTPRINT_FILE_TYPE,APPX_FOOTPRINT_FILE_TYPE,appxpackaging.h,appxpkg
APPX_PACKAGE_ARCHITECTURE,APPX_PACKAGE_ARCHITECTURE,appxpackaging.h,appxpkg
APPX_PACKAGE_ARCHITECTURE2,APPX_PACKAGE_ARCHITECTURE2,appxpackaging.h,appxpkg
APPX_PACKAGE_EDITOR_UPDATE_PACKAGE_MANIFEST_OPTIONS,APPX_PACKAGE_EDITOR_UPDATE_PACKAGE_MANIFEST_OPTIONS,appxpackaging.h,appxpkg
APPX_PACKAGE_EDITOR_UPDATE_PACKAGE_OPTION,APPX_PACKAGE_EDITOR_UPDATE_PACKAGE_OPTION,appxpackaging.h,appxpkg
IAppxBlockMapBlock,IAppxBlockMapBlock,appxpackaging.h,appxpkg
IAppxBlockMapBlocksEnumerator,IAppxBlockMapBlocksEnumerator,appxpackaging.h,appxpkg
IAppxBlockMapFile,IAppxBlockMapFile,appxpackaging.h,appxpkg
IAppxBlockMapFilesEnumerator,IAppxBlockMapFilesEnumerator,appxpackaging.h,appxpkg
IAppxBlockMapReader,IAppxBlockMapReader,appxpackaging.h,appxpkg
IAppxBundleFactory,IAppxBundleFactory,appxpackaging.h,appxpkg
IAppxBundleManifestOptionalBundleInfo,IAppxBundleManifestOptionalBundleInfo,appxpackaging.h,appxpkg
IAppxBundleManifestOptionalBundleInfoEnumerator,IAppxBundleManifestOptionalBundleInfoEnumerator,appxpackaging.h,appxpkg
IAppxBundleManifestPackageInfo,IAppxBundleManifestPackageInfo,appxpackaging.h,appxpkg
IAppxBundleManifestPackageInfo2,IAppxBundleManifestPackageInfo2,appxpackaging.h,appxpkg
IAppxBundleManifestPackageInfoEnumerator,IAppxBundleManifestPackageInfoEnumerator,appxpackaging.h,appxpkg
IAppxBundleManifestReader,IAppxBundleManifestReader,appxpackaging.h,appxpkg
IAppxBundleManifestReader2,IAppxBundleManifestReader2,appxpackaging.h,appxpkg
IAppxBundleReader,IAppxBundleReader,appxpackaging.h,appxpkg
IAppxBundleWriter,IAppxBundleWriter,appxpackaging.h,appxpkg
IAppxBundleWriter2,IAppxBundleWriter2,appxpackaging.h,appxpkg
IAppxBundleWriter3,IAppxBundleWriter3,appxpackaging.h,appxpkg
IAppxBundleWriter4,IAppxBundleWriter4,appxpackaging.h,appxpkg
IAppxContentGroup,IAppxContentGroup,appxpackaging.h,appxpkg
IAppxContentGroupFilesEnumerator,IAppxContentGroupFilesEnumerator,appxpackaging.h,appxpkg
IAppxContentGroupMapReader,IAppxContentGroupMapReader,appxpackaging.h,appxpkg
IAppxContentGroupMapWriter,IAppxContentGroupMapWriter,appxpackaging.h,appxpkg
IAppxContentGroupsEnumerator,IAppxContentGroupsEnumerator,appxpackaging.h,appxpkg
IAppxEncryptedBundleWriter,IAppxEncryptedBundleWriter,appxpackaging.h,appxpkg
IAppxEncryptedBundleWriter2,IAppxEncryptedBundleWriter2,appxpackaging.h,appxpkg
IAppxEncryptedBundleWriter3,IAppxEncryptedBundleWriter3,appxpackaging.h,appxpkg
IAppxEncryptedPackageWriter,IAppxEncryptedPackageWriter,appxpackaging.h,appxpkg
IAppxEncryptedPackageWriter2,IAppxEncryptedPackageWriter2,appxpackaging.h,appxpkg
IAppxEncryptionFactory,IAppxEncryptionFactory,appxpackaging.h,appxpkg
IAppxEncryptionFactory2,IAppxEncryptionFactory2,appxpackaging.h,appxpkg
IAppxEncryptionFactory3,IAppxEncryptionFactory3,appxpackaging.h,appxpkg
IAppxEncryptionFactory4,IAppxEncryptionFactory4,appxpackaging.h,appxpkg
IAppxFactory,IAppxFactory,appxpackaging.h,appxpkg
IAppxFactory2,IAppxFactory2,appxpackaging.h,appxpkg
IAppxFile,IAppxFile,appxpackaging.h,appxpkg
IAppxFilesEnumerator,IAppxFilesEnumerator,appxpackaging.h,appxpkg
IAppxManifestApplication,IAppxManifestApplication,appxpackaging.h,appxpkg
IAppxManifestApplicationsEnumerator,IAppxManifestApplicationsEnumerator,appxpackaging.h,appxpkg
IAppxManifestDeviceCapabilitiesEnumerator,IAppxManifestDeviceCapabilitiesEnumerator,appxpackaging.h,appxpkg
IAppxManifestMainPackageDependenciesEnumerator,IAppxManifestMainPackageDependenciesEnumerator,appxpackaging.h,appxpkg
IAppxManifestMainPackageDependency,IAppxManifestMainPackageDependency,appxpackaging.h,appxpkg
IAppxManifestOptionalPackageInfo,IAppxManifestOptionalPackageInfo,appxpackaging.h,appxpkg
IAppxManifestPackageDependenciesEnumerator,IAppxManifestPackageDependenciesEnumerator,appxpackaging.h,appxpkg
IAppxManifestPackageDependency,IAppxManifestPackageDependency,appxpackaging.h,appxpkg
IAppxManifestPackageDependency2,IAppxManifestPackageDependency2,appxpackaging.h,appxpkg
IAppxManifestPackageId,IAppxManifestPackageId,appxpackaging.h,appxpkg
IAppxManifestPackageId2,IAppxManifestPackageId2,appxpackaging.h,appxpkg
IAppxManifestProperties,IAppxManifestProperties,appxpackaging.h,appxpkg
IAppxManifestReader,IAppxManifestReader,appxpackaging.h,appxpkg
IAppxManifestReader2,IAppxManifestReader2,appxpackaging.h,appxpkg
IAppxManifestReader5,IAppxManifestReader5,appxpackaging.h,appxpkg
IAppxManifestReader6,IAppxManifestReader6,appxpackaging.h,appxpkg
IAppxManifestResourcesEnumerator,IAppxManifestResourcesEnumerator,appxpackaging.h,appxpkg
IAppxManifestTargetDeviceFamily,IAppxManifestTargetDeviceFamily,appxpackaging.h,appxpkg
IAppxPackageEditor,IAppxPackageEditor,appxpackaging.h,appxpkg
IAppxPackageReader,IAppxPackageReader,appxpackaging.h,appxpkg
IAppxPackageReader2,IAppxPackageReader2,appxpackaging.h,appxpkg
IAppxPackageWriter,IAppxPackageWriter,appxpackaging.h,appxpkg
IAppxPackageWriter2,IAppxPackageWriter2,appxpackaging.h,appxpkg
IAppxPackageWriter3,IAppxPackageWriter3,appxpackaging.h,appxpkg
IAppxSourceContentGroupMapReader,IAppxSourceContentGroupMapReader,appxpackaging.h,appxpkg
APPX_ENCRYPTED_EXEMPTIONS,APPX_ENCRYPTED_EXEMPTIONS,appxpackaging.h,appxpkg
APPX_ENCRYPTED_PACKAGE_SETTINGS,APPX_ENCRYPTED_PACKAGE_SETTINGS,appxpackaging.h,appxpkg
APPX_ENCRYPTED_PACKAGE_SETTINGS2,APPX_ENCRYPTED_PACKAGE_SETTINGS2,appxpackaging.h,appxpkg
APPX_KEY_INFO,APPX_KEY_INFO,appxpackaging.h,appxpkg
APPX_PACKAGE_SETTINGS,APPX_PACKAGE_SETTINGS,appxpackaging.h,appxpkg
APPX_PACKAGE_WRITER_PAYLOAD_STREAM,APPX_PACKAGE_WRITER_PAYLOAD_STREAM,appxpackaging.h,appxpkg
APO_FLAG,APO_FLAG,audioenginebaseapo.h,audio
IAudioProcessingObject,IAudioProcessingObject,audioenginebaseapo.h,audio
IAudioProcessingObjectConfiguration,IAudioProcessingObjectConfiguration,audioenginebaseapo.h,audio
IAudioProcessingObjectRT,IAudioProcessingObjectRT,audioenginebaseapo.h,audio
IAudioSystemEffects,IAudioSystemEffects,audioenginebaseapo.h,audio
IAudioSystemEffects2,IAudioSystemEffects2,audioenginebaseapo.h,audio
IAudioSystemEffectsCustomFormats,IAudioSystemEffectsCustomFormats,audioenginebaseapo.h,audio
APO_REG_PROPERTIES,APO_REG_PROPERTIES,audioenginebaseapo.h,audio
APOInitBaseStruct,APOInitBaseStruct,audioenginebaseapo.h,audio
APOInitSystemEffects,APOInitSystemEffects,audioenginebaseapo.h,audio
APOInitSystemEffects2,APOInitSystemEffects2,audioenginebaseapo.h,audio
__MIDL___MIDL_itf_audioenginebaseapo_0000_0008_0001,AudioFXExtensionParams,audioenginebaseapo.h,audio
CreateAudioMediaType,CreateAudioMediaType,audiomediatype.h,audio
CreateAudioMediaTypeFromUncompressedAudioFormat,CreateAudioMediaTypeFromUncompressedAudioFormat,audiomediatype.h,audio
IAudioMediaType,IAudioMediaType,audiomediatype.h,audio
_UNCOMPRESSEDAUDIOFORMAT,UNCOMPRESSEDAUDIOFORMAT,audiomediatype.h,audio
AERT_Allocate,AERT_Allocate,baseaudioprocessingobject.h,audio
AERT_Free,AERT_Free,baseaudioprocessingobject.h,audio
IDirectMusicSynth,IDirectMusicSynth,dmusics.h,audio
IDirectMusicSynth8,IDirectMusicSynth8,dmusics.h,audio
IDirectMusicSynthSink,IDirectMusicSynthSink,dmusics.h,audio
_DMUS_VOICE_STATE,DMUS_VOICE_STATE,dmusics.h,audio
__unnamed_struct_1,MDEVICECAPSEX,mmddk.h,audio
midiopendesc_tag,MIDIOPENDESC,mmddk.h,audio
tWAVEFORMATEX,WAVEFORMATEX,mmreg.h,audio
__unnamed_enum_0,KSPROPERTY_AUDIOEFFECTSDISCOVERY,msapofxproxy.h,audio
tagKSP_PINMODE,KSP_PINMODE,msapofxproxy.h,audio
IPropertyStore,IPropertyStore,propsys.h,audio
tagELEMDESC,ELEMDESC,oaidl.h,automat
tagCALLCONV,CALLCONV,oaidl.h,automat
tagDESCKIND,DESCKIND,oaidl.h,automat
tagFUNCFLAGS,FUNCFLAGS,oaidl.h,automat
tagFUNCKIND,FUNCKIND,oaidl.h,automat
tagINVOKEKIND,INVOKEKIND,oaidl.h,automat
tagLIBFLAGS,LIBFLAGS,oaidl.h,automat
tagSYSKIND,SYSKIND,oaidl.h,automat
tagTYPEFLAGS,TYPEFLAGS,oaidl.h,automat
tagTYPEKIND,TYPEKIND,oaidl.h,automat
tagVARFLAGS,VARFLAGS,oaidl.h,automat
tagVARKIND,VARKIND,oaidl.h,automat
BSTR_UserFree,BSTR_UserFree,oaidl.h,automat
BSTR_UserFree64,BSTR_UserFree64,oaidl.h,automat
BSTR_UserMarshal,BSTR_UserMarshal,oaidl.h,automat
BSTR_UserMarshal64,BSTR_UserMarshal64,oaidl.h,automat
BSTR_UserSize,BSTR_UserSize,oaidl.h,automat
BSTR_UserSize64,BSTR_UserSize64,oaidl.h,automat
BSTR_UserUnmarshal,BSTR_UserUnmarshal,oaidl.h,automat
BSTR_UserUnmarshal64,BSTR_UserUnmarshal64,oaidl.h,automat
VARIANT_UserFree,VARIANT_UserFree,oaidl.h,automat
VARIANT_UserFree64,VARIANT_UserFree64,oaidl.h,automat
VARIANT_UserMarshal,VARIANT_UserMarshal,oaidl.h,automat
VARIANT_UserMarshal64,VARIANT_UserMarshal64,oaidl.h,automat
VARIANT_UserSize,VARIANT_UserSize,oaidl.h,automat
VARIANT_UserSize64,VARIANT_UserSize64,oaidl.h,automat
VARIANT_UserUnmarshal,VARIANT_UserUnmarshal,oaidl.h,automat
VARIANT_UserUnmarshal64,VARIANT_UserUnmarshal64,oaidl.h,automat
ICreateErrorInfo,ICreateErrorInfo,oaidl.h,automat
ICreateTypeInfo,ICreateTypeInfo,oaidl.h,automat
ICreateTypeInfo2,ICreateTypeInfo2,oaidl.h,automat
ICreateTypeLib,ICreateTypeLib,oaidl.h,automat
ICreateTypeLib2,ICreateTypeLib2,oaidl.h,automat
IDispatch,IDispatch,oaidl.h,automat
IEnumVARIANT,IEnumVARIANT,oaidl.h,automat
IErrorInfo,IErrorInfo,oaidl.h,automat
IRecordInfo,IRecordInfo,oaidl.h,automat
ISupportErrorInfo,ISupportErrorInfo,oaidl.h,automat
ITypeChangeEvents,ITypeChangeEvents,oaidl.h,automat
ITypeComp,ITypeComp,oaidl.h,automat
ITypeInfo,ITypeInfo,oaidl.h,automat
ITypeInfo2,ITypeInfo2,oaidl.h,automat
ITypeLib,ITypeLib,oaidl.h,automat
ITypeLib2,ITypeLib2,oaidl.h,automat
tagARRAYDESC,ARRAYDESC,oaidl.h,automat
tagBINDPTR,BINDPTR,oaidl.h,automat
tagCUSTDATA,CUSTDATA,oaidl.h,automat
tagCUSTDATAITEM,CUSTDATAITEM,oaidl.h,automat
tagDISPPARAMS,DISPPARAMS,oaidl.h,automat
tagEXCEPINFO,EXCEPINFO,oaidl.h,automat
tagFUNCDESC,FUNCDESC,oaidl.h,automat
tagPARAMDESC,PARAMDESC,oaidl.h,automat
tagPARAMDESCEX,PARAMDESCEX,oaidl.h,automat
tagSAFEARRAY,SAFEARRAY,oaidl.h,automat
tagSAFEARRAYBOUND,SAFEARRAYBOUND,oaidl.h,automat
tagTLIBATTR,TLIBATTR,oaidl.h,automat
tagTYPEATTR,TYPEATTR,oaidl.h,automat
tagTYPEDESC,TYPEDESC,oaidl.h,automat
tagVARDESC,VARDESC,oaidl.h,automat
tagVARIANT,VARIANT,oaidl.h,automat
tagREGKIND,REGKIND,oleauto.h,automat
BstrFromVector,BstrFromVector,oleauto.h,automat
ClearCustData,ClearCustData,oleauto.h,automat
CreateDispTypeInfo,CreateDispTypeInfo,oleauto.h,automat
CreateErrorInfo,CreateErrorInfo,oleauto.h,automat
CreateStdDispatch,CreateStdDispatch,oleauto.h,automat
CreateTypeLib,CreateTypeLib,oleauto.h,automat
CreateTypeLib2,CreateTypeLib2,oleauto.h,automat
DispCallFunc,DispCallFunc,oleauto.h,automat
DispGetIDsOfNames,DispGetIDsOfNames,oleauto.h,automat
DispGetParam,DispGetParam,oleauto.h,automat
DispInvoke,DispInvoke,oleauto.h,automat
DosDateTimeToVariantTime,DosDateTimeToVariantTime,oleauto.h,automat
GetActiveObject,GetActiveObject,oleauto.h,automat
GetAltMonthNames,GetAltMonthNames,oleauto.h,automat
GetErrorInfo,GetErrorInfo,oleauto.h,automat
GetRecordInfoFromGuids,GetRecordInfoFromGuids,oleauto.h,automat
GetRecordInfoFromTypeInfo,GetRecordInfoFromTypeInfo,oleauto.h,automat
LHashValOfName,LHashValOfName,oleauto.h,automat
LHashValOfNameSys,LHashValOfNameSys,oleauto.h,automat
LHashValOfNameSysA,LHashValOfNameSysA,oleauto.h,automat
LoadRegTypeLib,LoadRegTypeLib,oleauto.h,automat
LoadTypeLib,LoadTypeLib,oleauto.h,automat
LoadTypeLibEx,LoadTypeLibEx,oleauto.h,automat
OaBuildVersion,OaBuildVersion,oleauto.h,automat
OaEnablePerUserTLibRegistration,OaEnablePerUserTLibRegistration,oleauto.h,automat
QueryPathOfRegTypeLib,QueryPathOfRegTypeLib,oleauto.h,automat
RegisterActiveObject,RegisterActiveObject,oleauto.h,automat
RegisterTypeLib,RegisterTypeLib,oleauto.h,automat
RegisterTypeLibForUser,RegisterTypeLibForUser,oleauto.h,automat
RevokeActiveObject,RevokeActiveObject,oleauto.h,automat
SafeArrayAccessData,SafeArrayAccessData,oleauto.h,automat
SafeArrayAddRef,SafeArrayAddRef,oleauto.h,automat
SafeArrayAllocData,SafeArrayAllocData,oleauto.h,automat
SafeArrayAllocDescriptor,SafeArrayAllocDescriptor,oleauto.h,automat
SafeArrayAllocDescriptorEx,SafeArrayAllocDescriptorEx,oleauto.h,automat
SafeArrayCopy,SafeArrayCopy,oleauto.h,automat
SafeArrayCopyData,SafeArrayCopyData,oleauto.h,automat
SafeArrayCreate,SafeArrayCreate,oleauto.h,automat
SafeArrayCreateEx,SafeArrayCreateEx,oleauto.h,automat
SafeArrayCreateVector,SafeArrayCreateVector,oleauto.h,automat
SafeArrayCreateVectorEx,SafeArrayCreateVectorEx,oleauto.h,automat
SafeArrayDestroy,SafeArrayDestroy,oleauto.h,automat
SafeArrayDestroyData,SafeArrayDestroyData,oleauto.h,automat
SafeArrayDestroyDescriptor,SafeArrayDestroyDescriptor,oleauto.h,automat
SafeArrayGetDim,SafeArrayGetDim,oleauto.h,automat
SafeArrayGetElement,SafeArrayGetElement,oleauto.h,automat
SafeArrayGetElemsize,SafeArrayGetElemsize,oleauto.h,automat
SafeArrayGetIID,SafeArrayGetIID,oleauto.h,automat
SafeArrayGetLBound,SafeArrayGetLBound,oleauto.h,automat
SafeArrayGetRecordInfo,SafeArrayGetRecordInfo,oleauto.h,automat
SafeArrayGetUBound,SafeArrayGetUBound,oleauto.h,automat
SafeArrayGetVartype,SafeArrayGetVartype,oleauto.h,automat
SafeArrayLock,SafeArrayLock,oleauto.h,automat
SafeArrayPtrOfIndex,SafeArrayPtrOfIndex,oleauto.h,automat
SafeArrayPutElement,SafeArrayPutElement,oleauto.h,automat
SafeArrayRedim,SafeArrayRedim,oleauto.h,automat
SafeArrayReleaseData,SafeArrayReleaseData,oleauto.h,automat
SafeArrayReleaseDescriptor,SafeArrayReleaseDescriptor,oleauto.h,automat
SafeArraySetIID,SafeArraySetIID,oleauto.h,automat
SafeArraySetRecordInfo,SafeArraySetRecordInfo,oleauto.h,automat
SafeArrayUnaccessData,SafeArrayUnaccessData,oleauto.h,automat
SafeArrayUnlock,SafeArrayUnlock,oleauto.h,automat
SetErrorInfo,SetErrorInfo,oleauto.h,automat
SysAddRefString,SysAddRefString,oleauto.h,automat
SysAllocString,SysAllocString,oleauto.h,automat
SysAllocStringByteLen,SysAllocStringByteLen,oleauto.h,automat
SysAllocStringLen,SysAllocStringLen,oleauto.h,automat
SysFreeString,SysFreeString,oleauto.h,automat
SysReAllocString,SysReAllocString,oleauto.h,automat
SysReAllocStringLen,SysReAllocStringLen,oleauto.h,automat
SysReleaseString,SysReleaseString,oleauto.h,automat
SysStringByteLen,SysStringByteLen,oleauto.h,automat
SysStringLen,SysStringLen,oleauto.h,automat
SystemTimeToVariantTime,SystemTimeToVariantTime,oleauto.h,automat
UnRegisterTypeLib,UnRegisterTypeLib,oleauto.h,automat
UnRegisterTypeLibForUser,UnRegisterTypeLibForUser,oleauto.h,automat
VarAbs,VarAbs,oleauto.h,automat
VarAdd,VarAdd,oleauto.h,automat
VarAnd,VarAnd,oleauto.h,automat
VarBoolFromCy,VarBoolFromCy,oleauto.h,automat
VarBoolFromDate,VarBoolFromDate,oleauto.h,automat
VarBoolFromDec,VarBoolFromDec,oleauto.h,automat
VarBoolFromDisp,VarBoolFromDisp,oleauto.h,automat
VarBoolFromI1,VarBoolFromI1,oleauto.h,automat
VarBoolFromI2,VarBoolFromI2,oleauto.h,automat
VarBoolFromI4,VarBoolFromI4,oleauto.h,automat
VarBoolFromI8,VarBoolFromI8,oleauto.h,automat
VarBoolFromR4,VarBoolFromR4,oleauto.h,automat
VarBoolFromR8,VarBoolFromR8,oleauto.h,automat
VarBoolFromStr,VarBoolFromStr,oleauto.h,automat
VarBoolFromUI1,VarBoolFromUI1,oleauto.h,automat
VarBoolFromUI2,VarBoolFromUI2,oleauto.h,automat
VarBoolFromUI4,VarBoolFromUI4,oleauto.h,automat
VarBoolFromUI8,VarBoolFromUI8,oleauto.h,automat
VarBstrCat,VarBstrCat,oleauto.h,automat
VarBstrCmp,VarBstrCmp,oleauto.h,automat
VarBstrFromBool,VarBstrFromBool,oleauto.h,automat
VarBstrFromCy,VarBstrFromCy,oleauto.h,automat
VarBstrFromDate,VarBstrFromDate,oleauto.h,automat
VarBstrFromDec,VarBstrFromDec,oleauto.h,automat
VarBstrFromDisp,VarBstrFromDisp,oleauto.h,automat
VarBstrFromI1,VarBstrFromI1,oleauto.h,automat
VarBstrFromI2,VarBstrFromI2,oleauto.h,automat
VarBstrFromI4,VarBstrFromI4,oleauto.h,automat
VarBstrFromI8,VarBstrFromI8,oleauto.h,automat
VarBstrFromR4,VarBstrFromR4,oleauto.h,automat
VarBstrFromR8,VarBstrFromR8,oleauto.h,automat
VarBstrFromUI1,VarBstrFromUI1,oleauto.h,automat
VarBstrFromUI2,VarBstrFromUI2,oleauto.h,automat
VarBstrFromUI4,VarBstrFromUI4,oleauto.h,automat
VarBstrFromUI8,VarBstrFromUI8,oleauto.h,automat
VarCat,VarCat,oleauto.h,automat
VarCmp,VarCmp,oleauto.h,automat
VarCyAbs,VarCyAbs,oleauto.h,automat
VarCyAdd,VarCyAdd,oleauto.h,automat
VarCyCmp,VarCyCmp,oleauto.h,automat
VarCyCmpR8,VarCyCmpR8,oleauto.h,automat
VarCyFix,VarCyFix,oleauto.h,automat
VarCyFromBool,VarCyFromBool,oleauto.h,automat
